Provider,PotentialFraud,n_inpt_claims,n_inpt_bene,inpt_total_reimb,inpt_mean_reimb,inpt_max_reimb,inpt_min_reimb,n_outpt_claims,n_outpt_bene,outpt_total_reimb,outpt_mean_reimb,outpt_max_reimb,outpt_min_reimb,claims_total,bene_total,inpt_outpt_claim_ratio,avg_gender,avg_months_partA,avg_months_partB,avg_IP_annual_reimb,avg_OP_annual_reimb,avg_IP_annual_deduct,avg_OP_annual_deduct,ChronicCond_Alzheimer_rate,ChronicCond_Heartfailure_rate,ChronicCond_KidneyDisease_rate,ChronicCond_Cancer_rate,ChronicCond_ObstrPulmonary_rate,ChronicCond_Depression_rate,ChronicCond_Diabetes_rate,ChronicCond_IschemicHeart_rate,ChronicCond_Osteoporasis_rate,ChronicCond_rheumatoidarthritis_rate,ChronicCond_stroke_rate
PRV55187,No,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2320.0,331.42857142857144,1600.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55188,No,4.0,3.0,35000.0,8750.0,17000.0,3000.0,3.0,3.0,180.0,60.0,100.0,10.0,7.0,6.0,1.0,2.0,12.0,12.0,5000.0,1710.0,1068.0,950.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
PRV55189,No,36.0,35.0,316000.0,8777.777777777777,24000.0,3000.0,1.0,1.0,100.0,100.0,100.0,100.0,37.0,36.0,18.0,1.8333333333333333,12.0,12.0,12165.0,1040.0,1246.0,371.6666666666667,0.8333333333333334,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666
PRV55191,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,300.0,150.0,200.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55192,No,15.0,15.0,147100.0,9806.666666666666,24000.0,100.0,5.0,4.0,540.0,108.0,400.0,20.0,20.0,19.0,2.5,1.5,12.0,12.0,14000.0,725.0,1602.0,125.0,0.5,0.5,0.25,0.0,0.25,0.25,0.75,0.75,0.5,0.0,0.0
PRV55193,Yes,31.0,25.0,440000.0,14193.548387096775,102000.0,3000.0,1.0,1.0,20.0,20.0,20.0,20.0,32.0,26.0,15.5,1.6,12.0,12.0,35450.0,1262.0,1495.2,344.0,0.4,0.8,0.4,0.2,0.6,0.4,0.8,1.0,0.6,0.4,0.2
PRV55194,Yes,169.0,139.0,1614000.0,9550.295857988165,57000.0,0.0,9.0,8.0,7540.0,837.7777777777778,3300.0,10.0,178.0,147.0,16.9,1.7241379310344827,12.0,12.0,23501.03448275862,2710.344827586207,2896.9655172413795,586.8965517241379,0.7241379310344828,0.7241379310344828,0.5862068965517241,0.3448275862068966,0.7241379310344828,0.5517241379310345,0.9310344827586207,0.8620689655172413,0.3103448275862069,0.5172413793103449,0.1724137931034483
PRV55195,Yes,16.0,15.0,236000.0,14750.0,65000.0,3000.0,2.0,2.0,340.0,170.0,300.0,40.0,18.0,17.0,5.333333333333333,1.8,12.0,12.0,19400.0,1166.0,1281.6,216.0,0.6,1.0,0.2,0.0,0.2,0.8,1.0,1.0,0.2,0.4,0.2
PRV55196,No,6.0,6.0,111000.0,18500.0,83000.0,0.0,4.0,4.0,400.0,100.0,200.0,50.0,10.0,10.0,1.2,2.0,12.0,12.0,31360.0,1270.0,3204.0,460.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
PRV55197,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,600.0,300.0,400.0,200.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55198,No,2.0,2.0,8000.0,4000.0,8000.0,0.0,2.0,2.0,150.0,75.0,90.0,60.0,4.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55200,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,400.0,400.0,400.0,400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55202,No,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,450.0,150.0,400.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55203,No,5.0,5.0,44000.0,8800.0,15000.0,3000.0,1.0,1.0,70.0,70.0,70.0,70.0,6.0,6.0,2.5,2.0,12.0,12.0,3000.0,1480.0,1068.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
PRV55205,No,38.0,37.0,488000.0,12842.105263157895,102000.0,0.0,5.0,5.0,560.0,112.0,200.0,30.0,43.0,42.0,6.333333333333333,1.5714285714285714,12.0,12.0,13351.42857142857,2165.714285714286,1678.2857142857142,824.2857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,1.0,0.14285714285714285,0.42857142857142855,0.14285714285714285
PRV55206,No,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,330.0,110.0,200.0,50.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55207,No,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1150.0,230.0,1100.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55208,No,7.0,7.0,68000.0,9714.285714285714,31000.0,3000.0,1.0,1.0,90.0,90.0,90.0,90.0,8.0,8.0,3.5,1.0,12.0,12.0,12000.0,3690.0,1068.0,1500.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
PRV55209,Yes,275.0,243.0,2756100.0,10022.181818181818,57000.0,0.0,13.0,9.0,1870.0,143.84615384615384,400.0,10.0,288.0,252.0,19.642857142857142,1.5254237288135593,11.796610169491526,11.796610169491526,19067.627118644068,1853.5593220338983,1984.2711864406779,470.50847457627117,0.5932203389830508,0.7457627118644068,0.711864406779661,0.2033898305084746,0.4576271186440678,0.4576271186440678,0.7796610169491526,0.9152542372881356,0.3559322033898305,0.4067796610169492,0.2542372881355932
PRV55210,No,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1650.0,275.0,1100.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55211,No,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,240.0,60.0,70.0,40.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55213,No,3.0,3.0,67000.0,22333.333333333332,57000.0,0.0,2.0,1.0,90.0,45.0,70.0,20.0,5.0,4.0,1.0,1.5,12.0,12.0,42000.0,2230.0,2136.0,310.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5
PRV55214,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,110.0,55.0,60.0,50.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55215,Yes,143.0,139.0,1357300.0,9491.608391608392,45000.0,0.0,87.0,62.0,26290.0,302.18390804597703,3300.0,0.0,230.0,201.0,1.625,1.75,12.0,12.0,17807.083333333332,1090.4166666666667,1760.1666666666667,354.1666666666667,0.5,0.7083333333333334,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.5,0.7083333333333334,0.75,0.25,0.375,0.20833333333333334
PRV55216,No,5.0,5.0,37000.0,7400.0,18000.0,2000.0,1.0,1.0,80.0,80.0,80.0,80.0,6.0,6.0,2.5,1.5,12.0,12.0,9100.0,2035.0,1602.0,1010.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5
PRV55218,No,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3670.0,1223.3333333333333,1800.0,70.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55219,No,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,830.0,166.0,700.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55220,No,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1250.0,156.25,400.0,50.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55224,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55225,Yes,9.0,9.0,179000.0,19888.88888888889,57000.0,7000.0,2.0,2.0,120.0,60.0,90.0,30.0,11.0,11.0,3.0,2.0,12.0,12.0,10020.0,100.0,1068.0,10.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
PRV55226,No,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,1470.0,133.63636363636363,600.0,10.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55227,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,90.0,90.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55229,No,16.0,16.0,171000.0,10687.5,57000.0,3000.0,12.0,11.0,2060.0,171.66666666666666,700.0,20.0,28.0,27.0,1.2307692307692308,1.0,12.0,12.0,7150.0,9015.0,1068.0,255.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5
PRV55230,Yes,225.0,197.0,2518350.0,11192.666666666666,57000.0,0.0,9.0,9.0,1430.0,158.88888888888889,600.0,0.0,234.0,206.0,22.5,1.7659574468085106,11.74468085106383,11.617021276595745,16345.531914893618,1288.5106382978724,1590.6382978723404,380.0,0.48936170212765956,0.5531914893617021,0.574468085106383,0.19148936170212766,0.5531914893617021,0.6382978723404256,0.7021276595744681,0.851063829787234,0.40425531914893614,0.3404255319148936,0.1702127659574468
PRV55231,No,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,160.0,53.333333333333336,100.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55232,No,28.0,27.0,278090.0,9931.785714285714,58000.0,90.0,2.0,2.0,1300.0,650.0,900.0,400.0,30.0,29.0,9.333333333333334,1.375,12.0,12.0,13471.25,703.75,2077.5,167.5,0.25,0.875,0.5,0.25,0.25,0.125,0.5,0.875,0.625,0.125,0.125
PRV55233,No,1.0,1.0,4000.0,4000.0,4000.0,4000.0,3.0,3.0,2190.0,730.0,2100.0,30.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55234,No,7.0,7.0,36800.0,5257.142857142857,10000.0,800.0,8.0,8.0,5710.0,713.75,3300.0,20.0,15.0,15.0,0.7777777777777778,2.0,12.0,12.0,10060.0,300.0,1068.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PRV55235,No,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,390.0,97.5,300.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55236,No,20.0,18.0,220000.0,11000.0,57000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,20.0,1.6,12.0,12.0,11658.0,1558.0,1495.2,480.0,0.6,0.6,0.6,0.0,0.6,0.4,0.8,0.8,0.2,0.0,0.2
PRV55237,No,15.0,15.0,111000.0,7400.0,21000.0,0.0,3.0,3.0,170.0,56.666666666666664,80.0,30.0,18.0,18.0,3.75,1.5,12.0,12.0,7000.0,2040.0,1068.0,157.5,0.5,0.75,0.25,0.0,0.25,0.5,0.75,1.0,0.0,0.25,0.0
PRV55238,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,110.0,55.0,90.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55239,No,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,470.0,117.5,400.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55240,No,11.0,11.0,76600.0,6963.636363636364,24000.0,600.0,2.0,2.0,900.0,450.0,700.0,200.0,13.0,13.0,3.6666666666666665,1.5,12.0,12.0,7500.0,1970.0,1068.0,740.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5
PRV55242,No,10.0,7.0,62000.0,6200.0,15000.0,0.0,1.0,1.0,70.0,70.0,70.0,70.0,11.0,8.0,5.0,2.0,12.0,12.0,4800.0,1310.0,1780.0,873.3333333333334,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0
PRV55243,No,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,260.0,65.0,100.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55244,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55246,No,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,910.0,82.72727272727273,200.0,20.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55247,No,3.0,3.0,19200.0,6400.0,13000.0,200.0,9.0,6.0,3730.0,414.44444444444446,3300.0,10.0,12.0,9.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55248,No,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1070.0,214.0,400.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55250,Yes,23.0,19.0,262000.0,11391.304347826086,57000.0,1000.0,4.0,1.0,220.0,55.0,90.0,30.0,27.0,20.0,4.6,1.5,12.0,12.0,19483.333333333332,7005.0,1068.0,1493.3333333333333,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
PRV55252,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55254,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,200.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55255,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,80.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55256,No,4.0,4.0,27000.0,6750.0,14000.0,3000.0,1.0,1.0,50.0,50.0,50.0,50.0,5.0,5.0,2.0,1.0,12.0,12.0,30050.0,620.0,2136.0,300.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
PRV55257,No,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,830.0,103.75,300.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55258,No,1.0,1.0,12000.0,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55259,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,590.0,295.0,500.0,90.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55260,No,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1030.0,257.5,800.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55261,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55262,No,16.0,15.0,115000.0,7187.5,46000.0,0.0,6.0,4.0,300.0,50.0,90.0,10.0,22.0,19.0,2.2857142857142856,1.7142857142857142,12.0,12.0,20011.428571428572,755.7142857142857,3441.1428571428573,241.42857142857142,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.7142857142857143,1.0,1.0,0.42857142857142855,0.7142857142857143,0.0
PRV55263,No,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,6530.0,593.6363636363636,3300.0,10.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55264,No,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1040.0,148.57142857142858,700.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55265,No,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,410.0,82.0,200.0,20.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55266,Yes,9.0,7.0,41000.0,4555.555555555556,7000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,9.0,1.6666666666666667,12.0,12.0,10883.333333333334,153.33333333333334,2136.0,120.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
PRV55267,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,80.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55268,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55269,No,3.0,3.0,14000.0,4666.666666666667,6000.0,3000.0,5.0,4.0,2150.0,430.0,1700.0,50.0,8.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55270,No,1.0,1.0,5000.0,5000.0,5000.0,5000.0,3.0,2.0,980.0,326.6666666666667,700.0,80.0,4.0,3.0,0.25,1.0,12.0,12.0,19000.0,310.0,8204.0,30.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
PRV55271,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55272,No,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,5740.0,574.0,2700.0,60.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55273,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55274,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55275,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55276,No,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,550.0,137.5,400.0,50.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55277,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55278,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55279,No,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,390.0,130.0,300.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55281,No,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1120.0,112.0,400.0,20.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55283,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1510.0,755.0,1500.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55285,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55286,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55289,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55291,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55292,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55293,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55295,No,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2060.0,686.6666666666666,1900.0,60.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55296,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,60.0,60.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV55297,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
